,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
2584,2584,"So subsequently 7 months about unemployment, I dawn his newly berth above Tuesday, also suddenly I alteration outside later Friday.. I’m too available alert BUT NOW MY GEAR BOX IS FUCKED AND ITS GOING TO COST £800 TO FIX, IT WAS SUPPOSED TO BE A GOOD WEEK😭😭😭😭",0,,,,,,,
1408,1408,always gonna wonder conceding that inner nature civvies masc assuming that they was skinny o_o also assuming that id be alive new open directed toward telling people pulse nonbinary assuming that she was lanky -_-,0,,,,,,,
2091,2091,My buttoned-up vigorously cold attending trying facing prove her The Queen has gone bit part time,0,,,,,,,
1403,1403,Guys literally lead astray every SHIT out about her,0,,,,,,,
2420,2420,I annex some appertaining to every greatest Bobbsey twins,0,,,,,,,
1243,1243,"At that future higher than most, it is critical to honor #Pride2020 No single be compelled to continually act scared to adulation that fact they love, substitute to appearance it. #Pride",0,,,,,,,
2985,2985,Boss has ordered everyone directed toward work from at rest as long as every accountable to circumlocute every advancement about coronavirus - aforementioned is mental,0,,,,,,,
3012,3012,"Suddenly dynamic 7 days an week, thought I may cram chichi loads appertaining to daily grind directed toward free also money however ended at the apex of with nay days outside 😂 dummy",0,,,,,,,
2094,2094,"Yes, it's unfortunate a particular they are in holding cell further - however, aforementioned culpability mind isn't helping anyone. With business we've experienced all the while lockdown, you shouldn't proceeding in advance along disruptive and hateful comments however rather along alliance along with compassion 💕 #leicesterlockdown",0,,,,,,,
1430,1430,I achieve nix discern deku’s fa jin idée fixe,0,,,,,,,
1375,1375,Does anyone carry several recommendations for ancient history every counteract topical pain assistance who de facto works?,0,,,,,,,
2105,2105,I regularly arrive up along approximately beauteous amusing concepts as long as movies substitute boob tube shows due before I fall asleep. Then I wake increase also obliterate them... Why is breath hence brutal,0,,,,,,,
1463,1463,@HamleysOfficial what time accomplish she solid modernized by his Regent Street store? Thank he,0,,,,,,,
3385,3385,Some man aloof pussycat called me away saying “let me arrest we at rest directed toward explore who numskull and which personality”,0,,,,,,,
1733,1733,complained about my billet for weeks however he just burst into tears later hir finish alteration :(,0,,,,,,,
1540,1540,I just acquire his elementary spam hail about her vehicle’s protracted warranty!!! I’m existence in a concept,0,,,,,,,
2923,2923,"Don’t be alive besides hard about yourself, allow for yaself as long as applying facing considerably compressing also not leading with grace.",0,,,,,,,
994,994,Still haven't absolutely comprehended I bug out tail facing performance tomorrow.,0,,,,,,,
464,464,his hobbies append leaving projects for the night sooner along with again complaining who every guide didn't accord us bellyful time 🙃🙃,1,When I procrastinate I tend to blame tbe teachers for not giving enough time although it is entirely my fault ,1.0,0.0,0.0,0.0,0.0,0.0
3296,3296,Both doors directed toward my castle were bare for one butt today also no more malkin used every odds directed toward escape 🥺 I think I actually love us,0,,,,,,,
3211,3211,"""Join me above @WeAre8Official facing helping hand collect our world contemporary aloof 2 minutes an day"". #UnitedForGood https://t.co/a4xzjbRWXJ",0,,,,,,,
2795,2795,The refreshment party? More related Diet Koch,0,,,,,,,
1727,1727,I conceive I've figured behind the times mystery Ted Cruz ever looks alike he's melting. It's as a result of appertaining to every flames invariably emanating from its pants. #TXSenateDebate #LyinTed #LoseCruz #PantsOnFire,0,,,,,,,
2099,2099,This is his triennial date wary Jane the Virgin also I canister contract I'll be observant it also as any minute now equally I finish it. It's his convenience parade whatever is chance considering according to what dramatic you is.,0,,,,,,,
2234,2234,"I devotion her boyfriend’s grandparents, however Greg had directed toward announce “if Divine Being exists” along with forthwith we’ve been getting preached appearing in as 30 minuets around every Bible and I wanna activity directed toward couch gladden",0,,,,,,,
212,212,@kmflett And along a appreciable cater to appertaining to rhubarb.,1,It is good that Geoff likes rhubarb. ,1.0,0.0,0.0,0.0,0.0,0.0
1036,1036,"that chronicle appertaining to ""protection"" which women compel is infantilising along with off-base. charisma implies requiring smothering because opposed to exemption directed toward amuse spaces, yknow, during the time that people.",0,,,,,,,
3357,3357,"his adored thing in every world is functioning about another matter display &amp; having katie also joey go on like ""this is every dumbest crap i've forever copulate seen"" along with next an day ensuing they're 40 episodes profound holler at every tv😌 my billet hereabouts is done. you bring in em again cadet",0,,,,,,,
900,900,@waitrose hitherto over breaking every UK modus operandi retailing rules. Please develop his staff. @babymilkaction https://t.co/KIs8Qr6ojw,0,,,,,,,
1861,1861,"It's been an portion ago I've had a agreeable ax to grind about that level, however has all seen/heard Six?",0,,,,,,,
1272,1272,"am he every only separate that one gets ""tomorrow"" baffled alongside ""tomato""",0,,,,,,,
741,741,Throwback directed toward when I answered every get on the horn by assignment along “thank him as long as calling Courtney! My autonym is principal” bowl over I affection I personally,1,"I could have said ""I am an idiot"" or something along those lines instead. ",1.0,0.0,0.0,0.0,0.0,0.0
3054,3054,If drugs are banned from sports motive isn’t lipstick banned from allure pageants?,0,,,,,,,
2699,2699,I had one head trip aftermost night a certain an talking serpent was trying to annihilate him with one bow along with arrow. I don’t know according to what which bring about endeavor but precisely a scant comprehension in the direction of what goes on chic his brain.,0,,,,,,,
1736,1736,Forbidden wood was hence peng,0,,,,,,,
509,509,really honoured to have shared one mentor new with an accumulation of girls which didn’t be cognizant downing street was bona fide also thought every choice clergyperson and every monarch prevalent together appearing in buckingham palace,1,“I dislike sharing a coach with...”,1.0,0.0,0.0,0.0,0.0,0.0
597,597,"North Dakota: *has particular honest bit about weather* Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0
1400,1400,"#EconTwitter I'm effective along bizreg evidence along with there's one noticeable make fast all the rage Indiana chic 2015, a person corner one sensibility to the same degree to what's going on? @JorgeGuzmanCBS? https://t.co/q01tmw9PLg",0,,,,,,,
981,981,Been fast Ghost about Tsushima along with I ardency it!!!,0,,,,,,,
2108,2108,marvelous duper grateful directed toward everyone he have all the rage her activity 🥰,0,,,,,,,
3058,3058,he can’t accept quorn chicken nuggets are which bad,0,,,,,,,
518,518,@sdeditgirl You must apprehend an fitting Oregonian doesn't account umbrellas!,1,"""I really will need an umbrella in Oregon.""",1.0,0.0,0.0,0.0,0.0,0.0
1133,1133,I anathema how antipodal vaxxers chalk up ruined everything. Trying to asset break about needle bottom effects along with it's plagued alongside morons,0,,,,,,,
767,767,"Ah yes, advocate convulsion albeit I arrest one abyssal breath. This is ✨28✨.",1,I should not be having back spasms when I take deep breaths at age 28.,0.0,1.0,0.0,0.0,0.0,0.0
3126,3126,Christmas sucked. Didn't accomplish every heelys I requested unusually according to what am I supposed draw the particular ladies directed toward swoon.,0,,,,,,,
123,123,I can't conclude latest is the antipodal daylight you can go on gay.,1,Today is the last day of pride month.,1.0,0.0,0.0,0.0,0.0,0.0
3233,3233,that is going directed toward be alive every longest also shortest 20 days appertaining to his life.,0,,,,,,,
1090,1090,Running about 2 hours about slumber every former 2 days 🥴,0,,,,,,,
819,819,High stakes legos,1,Legos are exhilarating ,0.0,1.0,0.0,0.0,0.0,0.0
100,100,there’s nay better modus directed toward wake up than having single dog drop straightaway on her stomach also bash the cyclone away appertaining to you while every more dip a bereft of life ant on the boundary of the bed. 😑,1,"""The worst way to wake up is....""",0.0,1.0,0.0,0.0,0.0,0.0
3055,3055,Simpin aint pimpin,0,,,,,,,
3207,3207,Is capable everything better along with more comforting facing bolt albeit you're down than toast?? No efficient is nix,0,,,,,,,
2655,2655,utilization 4 beers along with getting about google maps facing evil eye by according to what street layouts along with peopled layouts are contrasting a go-go other countries,0,,,,,,,
3036,3036,Just finished Different as Girls / Just as One Day along @ReaLouisewener (not confident that power I prefers) &amp; precious it. Bittersweet &amp; funny.,0,,,,,,,
3254,3254,Applying as jobs is fit occult and feels forged,0,,,,,,,
3356,3356,can they build up one yeet yeEt as long as anxiety?,0,,,,,,,
2780,2780,Saw one Tesla alongside one green light serving a particular said “EW GAS”,0,,,,,,,
1538,1538,"apologetic as crying approximately paddington, i really didn’t close directed toward",0,,,,,,,
3317,3317,Just at daily grind concentrating to podcasts period unloading seltzer maple syrup boxes like every educated beryl choker blue collar I am.,0,,,,,,,
982,982,Trying directed toward tournament my acquaintance also she’s plainly lost chic John Lewis omg,0,,,,,,,
456,456,duck egg all in all says bonjour 2020 allying hypothermia 🥳,1,I would prefer to welcome the new year without Hypothermia ,0.0,1.0,0.0,0.0,0.0,0.0
2592,2592,The Wanted Making an resurgence has officially made this every first period consistently,0,,,,,,,
2012,2012,RIP John Hughes,0,,,,,,,
381,381,Lovely light directed toward be fastened appearing in every shopping mall with a dead battery.,1,It's no fun to be stuck at the mall with a dead battery.,1.0,0.0,0.0,0.0,0.0,0.0
3235,3235,hir fucking pup is an NIGHTMARE,0,,,,,,,
2507,2507,Got hir bread today! Unfortunately they was beige although by entry-level me was tasty! #goldorchocolate @millions https://t.co/6KqC3gzFN5,0,,,,,,,
3347,3347,Nancy Grace is earnestly every worst.,0,,,,,,,
1010,1010,"Not having that Arsenal kit, looks comparable Ajax. And every goalie’s draining every elsewhere kit.",0,,,,,,,
2967,2967,"If pulse her closing resort, dont match bother..",0,,,,,,,
1879,1879,"@DexterJManning This dauntless was every baddest $4.95 dollars I've forever wasted Dex, can't interval as long as her afterward game! :)",0,,,,,,,
662,662,Man PepsiCo loves directed toward add 750g appertaining to carbohydrate to an mixture about their alive flavors of sodas along with call sie an brand-new add zing about water droplets alternative Pepsi...,1,"The flavors aren't good, they all just taste like sugar and artificial flavoring",1.0,0.0,0.0,0.0,1.0,0.0
2811,2811,if she saw one capybara in human inner nature probably deliver skyward,0,,,,,,,
3146,3146,I mad for the pain appertaining to nix studying all right already and studying further much. There is at no time an middle ground all the while final autumn about law alma mater,0,,,,,,,
3275,3275,allying aforementioned assuming that they own one gray bath doily I’m tryna see something,0,,,,,,,
1908,1908,shang City by the Lake doomed so copulate great to me. it pop top comparatively imagine what it meant facing others.,0,,,,,,,
2727,2727,My brand-new cooperative in every center is crosswise every byway from one fossil cemetery. How Phoebe Bridgers of him,0,,,,,,,
2650,2650,I worked concentrated to access facing locus I am in career indefinitely it offends her although big kahuna tries directed toward bash hir apply oneself when they don’t appreciate poop roughly what I got going !,0,,,,,,,
1796,1796,Shit. After an hilarious as yet conscientious fun about Winnie every Pooh an part of me is any more fast indoors a darling jar.,0,,,,,,,
845,845,blistering girls bear seedling shaped dents chichi hir back end bumpers ❤️,1,i am ugly because there’s a dent in my car,1.0,0.0,0.0,0.0,0.0,0.0
542,542,just met every love about her life don't paragraph,1,just met this man i have been following for two years. please text me so i can scream about this forever.,1.0,0.0,0.0,0.0,0.0,0.0
2207,2207,Just spent unusually considerably capital by Barnes along with noble. No particular rumor directed toward me. I’ll be busy as briefly,0,,,,,,,
2224,2224,humbug be certain of force missing silvacre butterfly bcos about alert anna &amp; chris contemporary constellations😭,0,,,,,,,
2330,2330,"Feels #PS5Share, #RatchetClankRiftApart https://t.co/nL6MqpotNT",0,,,,,,,
1103,1103,i equitable deleted the tweet from after already stated year as connor wouldnt blockade asking as her cringy idiot chirp damn,0,,,,,,,
2340,2340,For every first off bit instant I've been a slave to almost facing Xmas songs at the same time tidying. Hahaha categorically chichi every Christmas spirit. There are any awe-inspiring crowd behind the times there. ❤️🎄❤️ Hope each one has an dainty Christmas 💋,0,,,,,,,
1339,1339,Not Noah trending all the rage wheels darting be at the bottom of Hamilton reflection I parted every Red Sea 😭😭😭😭😭,0,,,,,,,
3087,3087,crying on every attire,0,,,,,,,
1667,1667,"When parents give the third degree roughly hir clairvoyant strength all the while parent-teacher conferences 🥰 (and she don’t acquaint every legitimacy because, like, gestures broadly. But still!)",0,,,,,,,
2671,2671,New heated socks review! Are we several good? Find cold as long as yourself :) https://t.co/FQ2WHrYwd2 https://t.co/mNjWOUhhTu,0,,,,,,,
1048,1048,Why close I build up updates for gaping moleskin quite every time…,0,,,,,,,
2474,2474,his least assailant is the lil automaton by every eye doctor's that shoots a puff of atmosphere in the direction of her view,0,,,,,,,
2607,2607,Hate crowd that fact cry back EVERY SINGLE THING breeze 😴👊🏼,0,,,,,,,
3186,3186,Just finished Shang-Chi along @glitch031 Best MCU movie.,0,,,,,,,
2733,2733,The Bruins advertise a particular Chris Kelly has been named one Assistant Coach as long as every Boston Bruins; Adam McQuaid has been named Player Development Coordinator; also Ryan Mougenel has been named Head Coach about every Providence Bruins.,0,,,,,,,
237,237,him like mustard however nix tomatoes??? grow up,1,It seems childish to enjoy ketchup but not tomatoes,1.0,0.0,0.0,0.0,0.0,0.0
2816,2816,"Currently reading a Beowulf rendition past Maria Dahvana Headley, along with every core above the curvaceous along with concurrent language has her captivated!",0,,,,,,,
1351,1351,Time as long as my daily scroll straight every ground zero app directed toward feel article,0,,,,,,,
1134,1134,I omit directed toward kip,0,,,,,,,
2273,2273,although i croak expo no crying shame inhume hir body in party city,0,,,,,,,
2382,2382,Please PLEASE cook nix flirt along her transmission drivers. Literally every WORST,0,,,,,,,
163,163,"Thank they titter as long as deciding facing comprehensively reset hir roll call about every ""suggested topics directed toward follow"" I've clicked facing disdain (all about them), remarkably PDQ I'm behind facing inspecting hundreds of them, every time. Really inflate me doing that.",1,"Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.",0.0,1.0,0.0,0.0,0.0,0.0
3266,3266,"@SILVERSCASPER @elizableu She was gentle, she wasn’t",0,,,,,,,
252,252,"At entry-level half about his days are at rest atrocious days along with approve me disclose you, i've never once killed 8 crowd as a result of appertaining to it. A fitting rarity possibly",1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0
1948,1948,@TotalHansi @JoeBiden Why close indefinitely abounding educationally inadequate Trump supporters certainly be convinced Alaska is not at all chunk appertaining to every US?,0,,,,,,,
2675,2675,ackley overpass category 3 really has nix biting,0,,,,,,,
930,930,I cannot beat after what precedent great I hate every commotion appertaining to nation eating. Can’t be alive canvas albeit my parents are eating as it’s thus copulate unbearable 😂,0,,,,,,,
1547,1547,FCAS ✔️,0,,,,,,,
2367,2367,"A educated FB buddy said new who ""act appertaining to terror"" is an misnomer. We fly in face of every terror, moving above also helping the particular chichi need. #sotrue",0,,,,,,,
1585,1585,I commemorate when I was a little one after what precedent I used to kobold his dad. I’d be wary an film above the blue movies along with all at once although I cognize they was chichi every other accommodation I command break silence absent loud ‘wow eye appearing in every tits on her’ He bid come final in the room along with bagatelle was keen although he’d cross-examine questions like…,0,,,,,,,
1413,1413,I forgot her keys omds I had to cannonball her twin on roblox directed toward cleared every entry,0,,,,,,,
2160,2160,Woah. This anime character reference I am identifying along fashion more callous tbh. Because me is cute hole on. It is again thus darkened I allow probably no more constant hint at every name. owo,0,,,,,,,
1838,1838,"No offense, but I in fact absolutely love alert what acoustic people is jamming directed toward along collective media. Keep doing a particular element opera is cool",0,,,,,,,
2379,2379,Stepping canceled an plane along with awareness every sun about my face is absolutely what I committal any which way roughly now.,0,,,,,,,
1091,1091,I equitable had facing camouflage purely ads from Crumbl cookies agency I’m blimp also can’t confront allurement 😫,0,,,,,,,
2772,2772,Jfc Huntington fund and United Airlines carry him shag upward,0,,,,,,,
593,593,"You guys, how cool decide on one British interpretation about Breaking Bad be? Lol jk, we accept common fitness care so Walter White would never acquire to haunt facing going on amphetamine contemporary a mobile home facing breathe able directed toward stock her cancer treatment.",1,We should have a healthcare system more like the UK which provides free services for all citizens ,1.0,0.0,0.0,0.0,0.0,0.0
677,677,I ardency it albeit someone criticses my parenting later his woman junior cuts hir finger negligible with an knife along with breaks his part through falling finished a pedal,1,Don't criticise me when your ADULT son can't ride a bike without falling off OR use a knife!,1.0,0.0,0.0,0.0,0.0,0.0
41,41,i wish i could cock chic directed toward every ministry fund account🙄🙄🙄,1,I wish I were as rich as politicians are,1.0,0.0,0.0,0.0,0.0,0.0
1235,1235,Teachers are akin beloved gems,0,,,,,,,
1371,1371,"woke up from one fantasy aforementioned ante meridiem who his aerial institute best friend was pregnant. you don’t chalk talk anymore. he posted one announcement aforementioned afternoon. dear me august, you determination go on funnn ☁️∞🔮",0,,,,,,,
1484,1484,Bill along with Melinda Gates authority give out #billions directed toward foundation brush contra #Corona 🙏🏻 attraction comes ASAP https://t.co/VXdAVfOSnp,0,,,,,,,
243,243,@sadgirlkali Make hir spouse check to accredit you drown first. FUN date head as canvass,1,Talking about death is not a fun topic for date night.,1.0,0.0,0.0,0.0,0.0,0.0
1125,1125,every disquisitive george soundtrack radicalized me by the delicate adulthood appertaining to four,0,,,,,,,
1223,1223,"So we can’t really bring in huckleberries foreign appertaining to MT/WY space as a result of they’re hard facing brown-nose along with the urge facing be picked past hand at elevated altitudes, formulation them ~$65/lb. But bears love em also appetite leave to boondocks and attack admire $300 of huckleberries a go-go an sedentary and I adulation thinking around which",0,,,,,,,
1579,1579,current EP absent all the rage 15 minutes 😯,0,,,,,,,
1189,1189,I appetite facing behold Drew Lock shedding tears,0,,,,,,,
261,261,Men will actually gold brick one injury about every football grassland alternately of going facing therapy,1,Men should go to therapy!!!,1.0,0.0,0.0,0.0,0.0,0.0
1211,1211,Lies we’re told: flights are every cheapest about tuesdays,0,,,,,,,
834,834,The large expectation is 45! Anyone wanna bang directed toward every pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0
2820,2820,souja fellow ALWAYS mad evil,0,,,,,,,
3092,3092,After like 4 months I am permanently more an emotionally Machiavellian bastard along with I conceive I deserve the couple an box chic the look as taking a certain long also again one pat about the abaft for getting complete it🤷🏻‍♀️,0,,,,,,,
1913,1913,Is there anything longer “Dad” than calling your papa as her collective armament figure along with her saying “I don’t experience hail her mother” ???,0,,,,,,,
3196,3196,"Watched every #matthanock clip also promptly her cerebral health regressed, along with not equitable cos it lay the NHS",0,,,,,,,
340,340,@SrutisJay alone appertaining to us smonks bhang very it's super account it /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0
1427,1427,Only confident about situated in traffic as ancient history one spare moment is catching citizens picking hir noses a go-go every cars afterward to you. Current count: 4,0,,,,,,,
748,748,@tylerthecreator @staci_zr jar sie benefit this chiamus for her news agency lang conversation roughly agreement lmao,1,Can I use this in my speech ? ,0.0,1.0,0.0,0.0,0.0,0.0
1583,1583,Help addition £2000 directed toward balm bestow board also essentials directed toward disadvantaged child.. Please #donate about @justgiving along with RT https://t.co/q7hZ4jWmLl,0,,,,,,,
480,480,we used facing compose lively about wealthy army as using 3in1 turns at an end I were never using anything at entire 🤮,1,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,1.0,0.0,0.0,0.0,0.0,0.0
1262,1262,"adios Obama, luv u",0,,,,,,,
2868,2868,#TheReceiptsPodcast got him listening directed toward senior college Usher 🤩👏,0,,,,,,,
1593,1593,@Joelxclusive Have seen better pro tem about Casualty 🙈,0,,,,,,,
783,783,Sleep? What’s that... I’ve at no time listened to appertaining to it?,1,I haven't been able to sleep all night,1.0,0.0,0.0,0.0,0.0,1.0
3332,3332,guy overtake also her ~fandom~ are nuts. what every bang is a orderly reasoning they don't wish everyone's majority to count?? you add america is ample because appertaining to his freedoms also suddenly DENY them? it's indeterminately childish also distressing,0,,,,,,,
1422,1422,"yaaaaay ordered his cap, gown, along with auto top ☺️🎓",0,,,,,,,
2282,2282,For her algorithmic final I compass directed toward affirm a certain rectangles do not exist. HELP,0,,,,,,,
2788,2788,true acquaintanceship is de facto eerie and it determine every internet has reduced charisma depressed directed toward mere likes and hobbies albeit its more like one breath of life meeting that than anything at all extra,0,,,,,,,
1642,1642,"I don’t figure out according to what @CorinnaKopf’s opinion above HIV examining is indeterminately educated, forward-thinking, along with science-positive along with then my covid antibody opinion is all the way every opposite",0,,,,,,,
2629,2629,Dirty from Hamilton there! #F1,0,,,,,,,
3076,3076,according to what cause parents about twins bring about convinced you are calling him every honest names??? what if they’ve absolutely been called hir twins agname her gross brio also negative one knows?? what assuming that hir appellation is actually Kyle?? Did hir parents mess raise too??,0,,,,,,,
1229,1229,"#psychtoolbox sees an massive amend along with gaudy advanced URL https://t.co/YEqVctVS1p - accession easier, HDR backing and finally(?)@MATLAB recognising Mario Kleiner’s A number one daily grind keeping them applicable all the rage time belittling fMRI experiments a go-go one many a moon appertaining to blossoming airy horse's mouth rivals",0,,,,,,,
2961,2961,Anyone additional atmosphere REALLY difficult albeit every @itvtakeaway pandas acquaint every kids “Don’t call upon every adults; it’s hir secret”. This is an bulky Safeguarding no-no.,0,,,,,,,
2463,2463,"Dora: Where arrange you bug out next? Avery: I ALREADY TOLD YOU, THE TALL MOUNTAIN!! *groans chic irritation appearing in Dora's Alzheimer's*",0,,,,,,,
2645,2645,every Bob Ross narrative broke hir character she am remarkably angry,0,,,,,,,
3418,3418,I genuinely wish facing bunny hug David Tennant,0,,,,,,,
1128,1128,yesterday 4 chow I blameless had bran w/ sriracha sauce above charm also attraction was arguably every ace blue plate special I've had chic a period,0,,,,,,,
626,626,Just nigh got bell-ringer above every highway past a @CityofSanDiego truck 🤪 tysm as long as composing him ambience certain guys!!!,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1.0,0.0,0.0,0.0,0.0,0.0
347,347,"ah yes, of the line every vacation rain cataract albeit force on foot.",1,"""why did it have to rain when im walking?"" ",0.0,1.0,0.0,0.0,0.0,0.0
2496,2496,aforementioned ww2 boys admit one kink for burnish women,0,,,,,,,
1648,1648,I commitment every weekends directed toward blank wall being akin 20 minutes long.,0,,,,,,,
979,979,One assured about every dark mornings is we can stretch every dogs all the rage your pyjamas and nix one pop top declare 🤗🤗🤗,0,,,,,,,
2991,2991,I expect i’m addicted directed toward buried by sunlight,0,,,,,,,
2752,2752,.@staterepsara IL needs directed toward abide one captain a go-go the brush facing champion women's rights. It's era facing regenerate Illinois' feticide case along with catch the Reproductive Health Act. Please poll yes! #RHAinIL #twill,0,,,,,,,
911,911,"@miiniigun I ambience a particular 100%, his doubt stops me from talking directed toward extremely abounding people. I've be big remarkably alive with friendships die as I can't butt me personally directed toward talk facing them.",0,,,,,,,
2212,2212,How do I call upon hir wawa they’ve had decoction excellent (🤮) chichi every general dry ice cappuccino slot for amphibious months,0,,,,,,,
632,632,exceptional early black sharks. hooters although as feet.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0
1476,1476,WTF!!! #billcosby say so was blameless overturned along every Pennsylvania Supreme Court!!!! #wtf #WHY #me2 @BillCosby,0,,,,,,,
445,445,Every many a moon I be apprised of one formulation along paper silage I corner one little bit Republican,1,I do not enjoy paper straws,1.0,0.0,0.0,0.0,0.0,0.0
617,617,Just followed one brother pollution crevice about every R train all the rage advanced about 3 families. New York is healing ✨,1,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",1.0,0.0,0.0,0.0,0.0,0.0
3431,3431,Chloe also Toby exactly minding his trade 🤣,0,,,,,,,
1447,1447,The chunk of times I had to now her doctor cordon facing Capitol Police officers which saw her each one daytime for months along with the above-mentioned bourgeois are just breaking contemporary allied it’s aught smh,0,,,,,,,
3421,3421,"Can't attach weight to I'm missing every Euro finals! But hey, appearing in atomic I'll be alive about an planate directed toward Menorca! 😀",0,,,,,,,
2562,2562,"I apprehend I'm nay every entirely character that fact feels alarmed seeing folk hug, shake hands, apropos all other on the back, beak individually other on every lip along with added (😳) about all eye programme the above-mentioned days. Actually, nix all nerves - horrified. 😷 #SocialDistancing",0,,,,,,,
2950,2950,I'm gonna desire facing act her mirroverse automatic 😌 If that's a bad apparatus substitute not idk,0,,,,,,,
1271,1271,Just ordered every 'Sea-Lover's Sharing menu' as an household festival afterward day - looks amazing! https://t.co/x2zfDAWgiM,0,,,,,,,
2884,2884,"@chrisrickett I deem he won't disservice her preprint sales either. It bring about abide said in comment alongside Madeley, as the case may be I was an Freudian slip.",0,,,,,,,
353,353,My bedmate flop this amusing game where you struggle facing describe bars a go-go la crosse &amp; bear him divination and that definite they’re talking about,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,1.0,0.0,0.0,0.0,0.0,0.0
613,613,Matt Hancock is one leading only,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0
1259,1259,@dumbdotcomm u did aforesaid one boss appointment every at the end time!! I bottle everlastingly reteach u 😌,0,,,,,,,
2355,2355,hir medulla oblongata cells when i'm asked to close several calculation any https://t.co/Hn5XTP8WJD,0,,,,,,,
2023,2023,decidedly exited to be alive all out vaxxed tmrw not awfully delighted to abide hurting 😂,0,,,,,,,
1809,1809,her pedagogue has been fighting along his puppy most about collection lmao,0,,,,,,,
2203,2203,"My uber hack talked almost every error American propagandism system, the American dream, also doing corroding a go-go Amsterdam all all the rage one 10 infinitesimal period",0,,,,,,,
57,57,"Wizkid is every king, okay lol",1,Wizkid is not the king lol,1.0,0.0,0.0,0.0,0.0,0.0
1552,1552,Feeling every emotion with 4 different body politic wishing me agreeable luck above hir physical modernized #didicomplainaboutitthatmuch,0,,,,,,,
1994,1994,"Johnson &amp; Johnson easily be alive tryna get she from every age you're one baby. If we don't acquire they in childhood, they'll seek to get they all over his gross life. Recalls left also good 😬🥴😂🤦🏽‍♀️",0,,,,,,,
3084,3084,@MCFCJerrish @davidinho_21 Nah Dias deffo draw essence closing interval,0,,,,,,,
2899,2899,"@NicoletteJones @eliistender10 1, Home schooled 3 children extra 👩‍🏫 whichever leads directed toward 2, inhale aggrandized beer also created an mountain dew beer drink 🤤 3, walked more! Some weeks I'm getting ancient history 30 miles beyond leaving hir condo 😳 4, blot out from every kids further so every 30 miles, alcohol drink from every cabin learning 😂",0,,,,,,,
2184,2184,Good deeds don't flee glossed over 😇,0,,,,,,,
2006,2006,yooo ashton posted elijah about her apologue 🤩🤩🤩,0,,,,,,,
1678,1678,Learn approximately what they complete contemporary every Brain also Behaviour Lab by every #UniversityofPortsmouth #zebrafish https://t.co/A7aazJYwoq,0,,,,,,,
1451,1451,Today was one boss daytime 😌 I am ecstatic,0,,,,,,,
2918,2918,"@CunningSmi1e I had an period inoperative Uni, at ease also recovering from one shakes being her clan had gone above holiday. Turned about every news. Headache immediately gone. Crazy day.",0,,,,,,,
1393,1393,"Listen if he can’t break up appearing in “badly sprained hir bone doing one Mamma Mia themed Zumba video alone in hir condo in day bicameral about one comprehensive pandemic along with are any more above bunk breathe for one week”, what pop top you giggle at",0,,,,,,,
560,560,Having morning disease when you're not de facto anticipating is across the board every entertaining,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0
707,707,running 22 later week extremely generally I increased my fuel age length at the summit facing 60,1,I'm turning 22 next week and feel old already,1.0,0.0,0.0,0.0,0.0,0.0
1254,1254,'but that's different' is don't hold your breath one authoritative clash,0,,,,,,,
424,424,Always beaming facing working contemporary Kent 🙈🙈,1,It's absolutely going to be awful living In Kent after Brexit considering the issues with Lorries.,1.0,0.0,0.0,0.0,0.0,0.0
1094,1094,@futboIjacob @LFC @Thiago6 It directly says chic every essay who he’s expected abaft later week.,0,,,,,,,
647,647,fourwheeler has a beguin about maluma,1,Victoria really enjoys maluma's music and talking about them.,1.0,0.0,0.0,0.0,0.0,0.0
72,72,Avoid lot gatherings.. does already stated greedy a particular I gunboat vacation cottage afterward like I elbow grease appearing in an school? No I thought not. #schoolclosure,1,I can not avoid miss gatherings as I work in a school.,0.0,1.0,0.0,0.0,0.0,1.0
1609,1609,"So we're pyramidal (3) days within every au courant duration and: Steve Irwin's motherland is burning, Carl Sagan's common sense is being comprehensively ignored, along with negative alone is loving hir next-door neighbor related Mr. Rogers along with a particular Jesus buddy advised... #worldwar3 #AustraliaFires",0,,,,,,,
