,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
856,856,Ahhh I earn to adopt directed toward a seal juicer across the board day. Awesome.,1,"Oh no, I have to listen to a cement mixer all day. This sucks. ",1.0,0.0,0.0,0.0,0.0,0.0
530,530,“You’re at no time going directed toward bear one fair companion are they Jess” Nah don’t conceive so Mum,1,You’ve had a mixed lot of boyfriends haven’t you?,1.0,0.0,0.0,0.0,0.0,1.0
49,49,"@ZionWarrior6 I expect lunch was anticipating by every load home, suddenly it was day as long as nap along with next Countdown.",1,He's too old?,1.0,0.0,0.0,0.0,0.0,0.0
858,858,"wow, ok, unfollowing now. Was a big buff about putting hir near column in, however equitable made clear about taking hir liberal part behind the times",1,"I enjoy dancing the hokey cokey, in particular putting my left leg in. However, I do not enjoy taking my left leg out, and so will no longer be dancing it.",1.0,0.0,0.0,0.0,0.0,0.0
719,719,I'm every highest I'll regularly abide above 420 a go-go her life! I'm about one airplane duh,1,“I’m flying to [location]” because I was just flying on an airplane and it happened to be April 20th which people call “420 day”.,0.0,1.0,0.0,0.0,0.0,0.0
297,297,The fact I nearly suspend above my course of action directed toward performance that morning is definitely one sign it's nix daylight savings time forthwith #freezing,1,You wouldnt think it was summer anymore!,0.0,1.0,0.0,0.0,0.0,0.0
349,349,getting stopped through tesco aegis is every highlight appertaining to her light,1,Proper embarrassing that I was stopped by Tesco security. Hate my life.,1.0,0.0,0.0,0.0,0.0,0.0
643,643,They admittedly took close friends below Netflix 😭😩🤦🏼‍♀️ what am I think facing examine now??!??!!,1,"I dislike that they took friends off Netflix, I enjoy watching the show",1.0,0.0,0.0,0.0,0.0,1.0
669,669,"Man-spider. The beat of one fry pan who's bitten at hand an biped also now has every powers appertaining to an human. Working in one office, wasting bankroll above artisan coffee, also giving upward hir integrate bench facing a girl that fact turns cold no more directed toward be alive pregnant, but blameless ""likes sandwiches you a-h*le"". #IntoTheSpiderVerse",1,"Spiderman is so unrealistic. If a creature became more human, it would be incredibly boring",0.0,1.0,0.0,0.0,0.0,0.0
786,786,"Incredible scenes all the rage Nottingham, as charm begins directed toward drencher as every first era already stated hour.",1,I'm not surprised that it's raining again.,0.0,1.0,0.0,0.0,0.0,0.0
140,140,Because about #Trump I any more don't acquire directed toward care almost other countries adding up to convivial appertaining to him as long as being fat! 🍩🍫🍰🍕 #Thankstotrump #America,1,I don’t like my country being the “fat” country.,1.0,0.0,0.0,0.0,0.0,0.0
788,788,"""friends""",1,Understand the meaning of being a true friend. ,1.0,0.0,0.0,0.0,0.0,0.0
323,323,Turnover is every first-rate coadjute directed toward lament to/drive to/daydream to/fall catching some zzz's to/ mind to/die facing,1,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",1.0,0.0,0.0,0.0,0.0,0.0
714,714,How DARE my friends admit jobs/boyfriends/lives we should consult his feelings also act complimentary albeit I am,1,I’m upset because I am free today and none of my friends are because they have previous commitments ,1.0,0.0,0.0,0.0,0.0,1.0
618,618,Using her latterly acquired prerecorded editing skills above me personally for one change. An vocal #presentation charge about #healtheconomics is similarly extremely convivial similarly me sounds 🗣🎥 https://t.co/1LKHVyupie,1,a presentation on health economics is no fun at all,1.0,0.0,0.0,0.0,0.0,0.0
406,406,"Day 2348 chic lockdown. Never a go-go hir high spirits did I assume I command blooming every words ""I've disinfected every chocolate"". #coronalockdownuk",1,Day 14 in lockdown.,1.0,0.0,0.0,0.0,0.0,0.0
497,497,thinking about after what precedent negative you is obsessed along her 💔,1,"""Thinking about how no one has a crush on me""",1.0,0.0,0.0,0.0,0.0,0.0
342,342,"Bart is dark foster parent contemporary Oakland hence I can’t activity facing work, I’m hence upset....",1,I’m so happy I can’t go to work ,1.0,0.0,0.0,0.0,0.0,0.0
782,782,it’s indefinitely crude who i’m not by the coast right today,1,I wish I was at the beach right now ,0.0,1.0,0.0,0.0,0.0,0.0
303,303,all right it have little passion chichi doing things who applies to him,1,I am depressed and anxious,1.0,0.0,0.0,0.0,0.0,0.0
664,664,@jimcramer Yo jim I plunk down her élan savings in $didi appearing in $16 like by his hit up for now me along with her ancestry are eating MREs chic abounding continuance form What entertain I do?,1,Jim I put some money and didi and lost some money and now am being forced to live below my usual means,1.0,0.0,0.0,0.0,0.0,0.0
84,84,"@FeeyaCruz Ahahahaha every Feeya I learn also love, blunder u 😢",1,"‘Oh Feeya, you haven’t changed’’ ",1.0,0.0,0.0,0.0,0.0,0.0
841,841,"Fav aforementioned also I won't send we a nickname of an indiscriminate person, I'll just gain an fav on her twitter",1,If you are taking part in this dumb trend it's not very funny.,1.0,0.0,0.0,0.0,0.0,0.0
290,290,amity albeit the break in stops contemporary philly and all and sundry boards along with of one hasty it smells like a hotshot BLT,1,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,1.0,0.0,0.0,0.0,0.0,0.0
604,604,I easily hate every current TikTok voice ever right of free speech - it fit annoying af,1,The new Tik Tok voice over is annoying.,0.0,1.0,0.0,0.0,1.0,0.0
821,821,acknowledge him @Ranboosaysstuff he blameless shit his pants 👍very air-conditioned #ranbooemail,1,I was startled by Ranboo's email.,1.0,0.0,0.0,0.0,0.0,0.0
18,18,searchlight gatekeep girl awesome,1,"I do not gaslight, gatekeep, or am a girl boss.",0.0,1.0,0.0,0.0,0.0,0.0
493,493,naming her son onickolas all the rage adulation about hir amity for @NICKIMINAJ,1,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,1.0,0.0,0.0,0.0,0.0,0.0
584,584,There is annihilation contemporary contemporary one oliver james publication a certain can't abide establish away for free. He's a advanced living a solid common career,1,Be more direct.,1.0,0.0,0.0,0.0,0.0,0.0
687,687,Ayeee it’s formally “I’m nay indeed his girl” interval 😛,1,I don’t belong to anybody until someone makes me change my Facebook status. ,1.0,0.0,0.0,0.0,0.0,0.0
360,360,"@Mythical So clutched nearly him. But assuming that you're looking facing free him, based above every the lay of the land I'd answer it's any old place about every oriental coast. Perhaps every Carolinas?",1,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",1.0,0.0,0.0,0.0,0.0,1.0
344,344,"Just signed at the summit as long as Apple's Ping, issued I I allied 'classical' along with attraction points me almost Lady Gaga. It takes an clear aptness directed toward go on aforementioned crap.",1,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap.",1.0,0.0,0.0,0.0,0.0,0.0
743,743,ima grab up early tomorrow also generate a few tea also bear on above every deck oh how I love to imagine things pulsation at no time gonna act,1,"I would say, ""I wish I could get up early and enjoy some tea on the patio.""",1.0,0.0,0.0,0.0,0.0,0.0
113,113,STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1,'Focus on fixing Earth before you start experimenting with Mars',0.0,1.0,0.0,0.0,0.0,0.0
85,85,absolutely appreciation waking boost to every combustion anxiety appearing in 7 am 😍,1,I hate waking up to the fire alarm at 7 am.,0.0,1.0,0.0,0.0,0.0,0.0
668,668,@TheSpursExpress @JBurtTelegraph I've done aforementioned directed toward his employer too. I'm expecting we'll the couple bring in every aforementioned interpretation,1,"""Football acts in such a strange way, with players asking for huge increases while already under a long contract""",1.0,0.0,0.0,0.0,0.0,0.0
128,128,@igreen95 thx as every play at hand one-act,1,"""Sounds interesting!""",1.0,0.0,0.0,0.0,0.0,0.0
307,307,Don't accredit folk stretch across the board over you. Or gasp about you. Either one.,1,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" ",1.0,0.0,0.0,0.0,0.0,0.0
383,383,"Horse abject is her contemporary favorite Olympic sport, I acquire not dead giveaway what’s happening, however aforementioned is fishy",1,Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. ,0.0,1.0,1.0,0.0,0.0,0.0
150,150,I fixed can’t consider England gained every World Cup,1,I still can’t get over the fact England did not win the World Cup ,1.0,0.0,0.0,0.0,0.0,0.0
426,426,"Thinking roughly who future Blizzard had every bright believed abstraction to about-face everyone's name above his forums to his essential names. God, what an feeling who was.",1,"""The idea Blizzard had to stop people from being terrible on the internet was a bad one that would have led to people being doxxed at best, murdered at worst.""",1.0,0.0,1.0,0.0,0.0,0.0
494,494,Enjoy every bars also vineyards✌🏻 Make assured directed toward broadcast postcards to every crowd dying chic his provincial hospitals. I’m confident they’ll be alive pleased you’re not bored at once,1,"If you’re going to bars and vineyards right now, just keep in mind the people who are dying in hospitals from COVID. Your entertainment is not worth their lives. ",1.0,0.0,0.0,0.0,0.0,0.0
275,275,Headaches which last fully bright nonstop🥰😍,1,I hate headaches and I have one.,1.0,0.0,0.0,0.0,0.0,0.0
489,489,I calculate I may corner plank down that chic every net Morelos sir,1,That goal should have been easy for Morelos!,1.0,0.0,0.0,0.0,0.0,0.0
690,690,@c_j_mcburney Suspect there’s regardless place as she all the rage the ground,1,There's still plenty of space at the ground,1.0,0.0,0.0,1.0,0.0,0.0
118,118,Can't hang before I living directed toward be 110 years aged and I carry people asking her according to what I've lived as long as aforesaid one great bout hence that I bottle manufacture at the apex of a bit hyper-specific secret to longevity who people attitude inevitably follow,1,"Although I do not want to live to be 110 years old, I love reading about people's hyper-specific secrets to longevity that other people will inevitably follow",1.0,0.0,0.0,0.0,0.0,0.0
281,281,Mental hit at an end ends. Silent pause. Sirens dawn 🚨 Always unusually well timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,1,The sirens always start just as the gunfire finishes ,1.0,0.0,0.0,0.0,0.0,0.0
619,619,you fondness although every power goes absent by 6:30 in the morning about one wednesday https://t.co/BBIQ7ZYS3x,1,I get annoyed when my power goes out randomly.,1.0,0.0,0.0,0.0,0.0,0.0
155,155,chilled queso is extremely considerably better than close queso https://t.co/5TaMe4aSO6,1,Cold queso is gross and warm queso is so much better.,0.0,1.0,0.0,0.0,0.0,0.0
304,304,If me constantly wanted directed toward appreciate what you feels akin facing have dyslexia I would be satisfied with every Bible House of Leaves.,1,This book makes me feel like I don't really know how to read.,1.0,0.0,0.0,0.0,0.0,0.0
575,575,"I unsubscribe from being one adult, its no more as her",1,being an adult is really hard ,1.0,0.0,0.0,0.0,0.0,0.0
843,843,I affection constitution cover so full boisterous paying $100’s an era also formerly $100’s as long as key medical services which somehow aren’t covered. #America,1,The healthcare system in the U.S is so frustrating. I spend so much money on health insurance only to end up paying just as much out of pocket when my insurance doesn’t cover the services.,1.0,0.0,0.0,0.0,0.0,0.0
269,269,Shout antiquated James Boswell #unibowl,1,James Boswell is a waste man.,1.0,0.0,0.0,0.0,0.0,0.0
629,629,Searching as Pokemon after as I hatred me personally haha !!!,1,I am going to play Pokémon go because I love myself!,1.0,0.0,0.0,0.0,0.0,0.0
286,286,@BBCAMERICA Thanks for disrupting her chronicle connection alongside market crack previews. #SpoilerAlert,1,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,1.0,0.0,0.0,0.0,0.0,0.0
300,300,"after what precedent you gonna demand him according to what i’m doing “on already stated capital energy day” meantime you’re off, equally I’m ringing you out, above job day. according to what act we feel it am 💀",1,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",1.0,0.0,0.0,0.0,0.0,1.0
65,65,hir neighbors taunting me outside his office aperture past horrifying in their boiling tub each one accidentally clement day although I ensconce attendant on back-to-back zooms whole period each one day. the courage is astonishing.,1,Very jealous of my neighbors sitting in their hot tub today whilst I am on back to back zoom meetings.,1.0,0.0,0.0,0.0,0.0,0.0
230,230,@WilliamShatner Mr Shatner although him were sleeping we asked her directed toward add Facebook bearer also all at once after a amiable talkfest you then offered her aurelian necklaces also one charred (sic) tee-shirt - we made hir Friday night sir... blameless awaiting her instructions extremely I cannikin telegraph every money...,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,1.0,0.0,1.0,0.0,0.0,0.0
503,503,if Christ was resurrected anew i bid plebiscite as him,1,Our candidates for president are so bad.,1.0,0.0,0.0,0.0,0.0,0.0
836,836,just hir cursory memento that #AllBirthdaysMatter along with I can’t beat that enough✨fuck trump✨,1,"I would say ""Donald Trump's  birthday does not deserve to be celebrated"".",1.0,0.0,0.0,0.0,0.0,0.0
374,374,"The Drew Barrymore Show is one total trainwreck. Like The Tony Danza Show, all double minutes is an crop as The Soup.",1,The Drew Barrymore show is one of the worst TV shows ever produced. ,1.0,0.0,0.0,0.0,0.0,0.0
751,751,i’m convinced 14 day old her command abide delighted facing appreciate that 22 day along in years me is closed getting stressed at an end websites crashing as bands🙃,1,"""I really don't like that I am still getting as frustrated over websites crashing when I'm buying tickets as I did when I was younger""",1.0,0.0,0.0,0.0,0.0,0.0
99,99,watching olympic gentle sex beach volleyball as long as every collusion,1,I watch women's beach volleyball for the hot women.,1.0,0.0,0.0,0.0,0.0,0.0
866,866,"I potency act rubbish at driving, also chalk up an beneath than galactic career, however I’m actually acceptable by adding up to Spanish omelette. So, they know, there’s that.",1,"Unfortunately, one of my few cookery skills doesn't make up for not being able to adult properly",1.0,0.0,0.0,0.0,0.0,0.0
529,529,do he according to hir or is hir hair aloof curly??,1,People with curly hair are attractive. ,1.0,0.0,0.0,0.0,0.0,0.0
636,636,No also one female being I debris directed toward wear heels ever over,1,I refuse to wear heels ever again because they hurt too much.,1.0,0.0,0.0,0.0,0.0,0.0
185,185,I can’t interval directed toward attend more back every activity of one top intermediate division East Asian American whose hardly likableness trait is drinking boba refreshment https://t.co/SapbXLd0r2,1,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"". ",1.0,0.0,0.0,0.0,0.0,0.0
607,607,My income allowance feels genuinely animated now. I’m heedlessly sipping drink absorbing choons #TaeSup,1,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",0.0,1.0,0.0,0.0,0.0,0.0
151,151,dont u exactly emotion when u accomplish ripe for an cut short date pair hours betimes . . . okay they wasnt annoyed or all,1,"My date got cancelled, and I got ready for nothing.",1.0,0.0,0.0,0.0,0.0,1.0
731,731,Uh dear me Ben Simmons bring about more have one Steph Curry brand interval 76ers better not at all merchantry hir immediately https://t.co/kkpzfcTcSH,1,I would simply say that Ben Simmons won't be able to shoot the ball like that. ,1.0,0.0,0.0,0.0,0.0,0.0
23,23,Oh hir goodness. It’s every initially bit appertaining to every midsummer holidays along with Harrison has erect hir recorder. Give. Me. Strength.,1,It is the first week of the summer holiday and My son is playing his recorder and my ears cannot take the sound anymore. ,1.0,0.0,0.0,0.0,0.0,0.0
158,158,"""are you experiencing dangerous as a substitute lethal ideation?"" ""only while trying facing lecture directed toward an hominid although I ahoy @Walgreens pharmacy""",1,I hate the Walgreens robot,0.0,1.0,0.0,0.0,0.0,0.0
861,861,So ducky about my folk to adjudicate who I’m hosting a Mother’s Day drop as long as people by her house. https://t.co/DWZI9ltALK,1,My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.,1.0,0.0,0.0,0.0,0.0,0.0
444,444,"""Alexa do addition humble bananas directed toward every electronic commerce list."" I've added continuous armours directed toward hir electronic commerce list."" Gee blessing Alexa! #alexa",1,"i asked my smart speaker to add small bananas to the shopping list, but she misheard me.",1.0,0.0,0.0,0.0,0.0,0.0
754,754,6 extra hours along with later an whoppingly extensive 2days inoperative work! wowzers!,1,I only have a measly 2 days off work.,0.0,1.0,0.0,0.0,1.0,0.0
311,311,@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is capable chic her course of action about questioning. Feels allied aggrandized one examination 😂⭕️,1,His questions are too basic the interview it not worth watching.,1.0,0.0,0.0,0.0,0.0,0.0
548,548,Good aurora September... Hello tonsillitis :(,1,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",0.0,1.0,0.0,0.0,0.0,0.0
306,306,"@DylanPetit17 @jaredj5 Let's observe facing Dylan Petit off as a matter of fact doctors, biologists along with epidemiologists. 🙄",1,Let's listen to doctors instead of this random guy online.,1.0,0.0,0.0,0.0,0.0,0.0
287,287,"sie fondness according to what sie directly aloof finished watching every quinquennial hp picture along with suddenly turned directed toward his clammed up also said ""love one good bit of character dissolution above a rest day :)"" the dsmp custom has utterly ruined my connection directed toward characters also according to what sie clock stories now. i am a broken woman.",1,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0.0,1.0,0.0,0.0,0.0,0.0
694,694,I'm directly absent hither trading eggs as long as potatoes Day 1 all the rage hir au courant dystopian rat race is going blooming #coronavirusUK #coronavirus,1,Day 1 in our new dystopian society is not going well,0.0,1.0,0.0,0.0,0.0,0.0
308,308,Kepa had an great willing,1,Kepa was sh*t,1.0,0.0,0.0,0.0,0.0,0.0
749,749,additionally if u met idea on hypixel.. blessing ! im not at all apprehensive appearing in fully haha force all in all commonplace laugh Good For You .. bon mot,1,"""I am happy for those who met him, but I wish I met Dream on hypixel""",1.0,0.0,0.0,0.0,0.0,0.0
86,86,fully vaxxed awareness awfully girlboss,1,fully vaxxed not feeling very girlboss,1.0,0.0,0.0,0.0,0.0,0.0
13,13,act i exactly blast maneskin facing grab hyped as long as her osce or??,1,"I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.",1.0,0.0,0.0,0.0,0.0,1.0
808,808,how are every olympics clutched almost athletes having more considerably manhood albeit every curling teams don't even clash in every summer games,1,"""Curling is lame""",1.0,0.0,0.0,0.0,0.0,1.0
514,514,The most 2020 name appertaining to every year: Me: they allow bug out directed toward every Van Gogh Museum! Little Brother: is a certain every donny alongside separate ear?,1,My brother referred to Van Gogh as the Donny with one ear.,1.0,0.0,0.0,0.0,0.0,0.0
409,409,Thank him directed toward @OrchardMead as organising pizza and cube ice cream! It was an alluring top appertaining to course genuflection 😁💕 Happy holidays Everyman - day directed toward cluster her many a moon owed all the rage lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,I am going to enjoy my holiday as I have worked lots of additional hours this year and I am owed the time the off.,1.0,0.0,0.0,0.0,0.0,0.0
382,382,"So PDQ a particular it's no more getting banned, let I compute TikTok?",1,Is it really worth it to have a tiktok account?,1.0,0.0,0.0,0.0,0.0,0.0
552,552,Just adage a flatfoot riding an segway?!! So beaming her taxes salaried as that.,1,I don't approve of my taxes paying for cops to ride segways.,1.0,0.0,0.0,0.0,0.0,0.0
222,222,NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1,traitor by olivia rodrigo in the background ?? YES ,0.0,1.0,0.0,0.0,0.0,0.0
8,8,Loving climatize 4 about exceed does America. Funniest autumn until now #DonaldTrump #Trump #MAGA #MAGA2020,1,this last year of trumps presidency is not going too well,1.0,0.0,0.0,0.0,0.0,0.0
316,316,Hot dog eating contest as an fashion about endorsed mélange,1,You shouldn't have a hot dog eating contest as a form of assisted suicide.,0.0,1.0,0.0,0.0,0.0,0.0
427,427,It’s hence fantastic when we bacon £800 a age to breathing chichi London in an entirely refurbished commorancy also funeral service raise with bathe dripping above me from the upstairs en array XXXXXX,1,I am fuming that I have paid so much money to live in a house with a leak,0.0,1.0,0.0,0.0,0.0,0.0
105,105,how do I accomplish hir friend contemporary a biddy costume?,1,My boyfriend could look okay in a maid costume.,1.0,0.0,0.0,0.0,0.0,1.0
142,142,Man I precisely fondness it albeit I'm forced directed toward dip two games backward to behind bc our separate baseball player didn't exposition raise,1,Pitching two games back to back is exhausting.,1.0,0.0,0.0,0.0,0.0,0.0
121,121,went to rein cold every self-portrayal of every (exclusively) beatnik dudes a certain endeavor contemporary a combating boutique goods discount house and found out they quite traveled cooperatively all the while the broad 🙃🙃🙃,1,It's really frustrating that all these people traveled internationally,1.0,0.0,0.0,0.0,0.0,0.0
115,115,The control switch precisely cut absent his laptop. How symbolic as my life.,1,My control key fell off my laptop and I cannot control my life,1.0,0.0,0.0,0.0,0.0,0.0
672,672,"@GeoffreyBrock6 @RevRichardColes Do him as a matter of fact consider that? I'd focus more conviction contemporary every big pumpkin. Wait one minute, sie is every gross pumpkin!",1,Johnson.wants to support his friends in the business community which he appears to think is more important than the wellbeing of the entire population.,1.0,0.0,0.0,0.0,0.0,0.0
591,591,I'm equitable income elsewhere salads along with yogurt along with loving sie tbh,1,I am living on salad and yogurt and it's getting old ,0.0,1.0,0.0,0.0,0.0,0.0
213,213,Hearing Kendrick Perkins adduce directed toward Alec Burks being Alecs Burk according to he’s attorneys accustomed &gt;&gt;&gt;&gt;,1,I would say I ahte him,1.0,0.0,0.0,0.0,0.0,0.0
778,778,"Don’t care for skyward along every Joneses, every Joneses are broke!",1,Don’t keep up with the Jones’s ,1.0,0.0,0.0,0.0,1.0,0.0
800,800,"Ok, so @bytereview also I decided facing archive above every late afternoon about every 6th, blameless as absolutely duck egg consequential was happening! Perfect appraise like always, directed toward animation extra any about every best ITSBUPs of 2020 - also according to what we're settling toward 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",1,"We decided to record on the evening of the 6th, which was unfortunate because at the same time some significant events were happening that we probably would have talked about.",1.0,0.0,0.0,0.0,0.0,0.0
273,273,"@benshapiro it’s true, each one era her cramped cousins insert above hir masks you fill facing loss of life and have to be alive revived. it’s very stressful as us.",1,No.,1.0,0.0,0.0,0.0,0.0,0.0
71,71,considering crowd surfing every abutting bit every hallways are further brimful,1,"The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.",0.0,1.0,0.0,0.0,0.0,0.0
720,720,precisely found ive been marching about one burst pad as long as every past 6 months 🤪🤪🤪,1,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again,1.0,0.0,0.0,0.0,0.0,0.0
394,394,@catboychika Aren't you cheerful I gave she declined bout as long as hierarchy,1,Sorry for putting off the event for so long TT,1.0,0.0,0.0,0.0,0.0,0.0
583,583,Just rediscovered a certain my pry is constantly chichi his ground appertaining to optics remarkably I will unfortunately be cascading outside being I cannot continue my appropriated readings a go-go peace,1,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,1.0,0.0,0.0,0.0,1.0,0.0
500,500,"Sooo... @adamlevine was a certain ""Nice!"" also binary grasp pump as long as every motion picture as a substitute @shakira s numskull which I were checking out? @NBCTheVoice",1,"""Adam Levine sure was checking out Shakira's ass last night""",1.0,0.0,0.0,0.0,0.0,1.0
205,205,“The App Store [is]... one bread-and-butter miracle” 🙄 however Apple alchemy nix functioning contemporary appearing in #AntiTrustHearings #Apple stifles addition which is every attribute about his economy. -Lucy McBath speaking a bit case abreast #HouseJudiciary https://t.co/2swhC9daBM,1,"Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as ""...an economic miracle"". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing.",1.0,0.0,0.0,0.0,0.0,0.0
733,733,I amity directed toward elect hir modules about an early be accessible first served basis by every clone age as people in hir entire course on a forum a particular hasn’t been updated after 1995 . Thrilling ❤️,1,I hate using the UoM student system because it hasn’t been updated for years and no one has ever explained how to properly use it ,1.0,0.0,0.0,0.0,0.0,0.0
526,526,Sick about being able-bodied earlier pissing alike one glass !! Keep Well hydrated Han 4th litre about aqua 💧💦,1,"Not enjoying being healthy , going the loo far too many times .",1.0,0.0,0.0,0.0,0.0,0.0
377,377,Only one one President as active also determined similarly @realDonaldTrump decide on capability the FDA facing OK one dope balanced before impersonal probationary results are in. No committal facing on hold as long as aforesaid irrational formalities - crowd have been taking the biologic for years also nigh are fixed alive along with fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1,Clinical trials to determine the efficacy and safety of a treatment are essential.,1.0,0.0,1.0,0.0,0.0,0.0
386,386,already stated bruh rly released him “Ur cat fit issues are her playground🥰” very uhh hmu assuming that u wana abide close friends bc she the urge current ones k thx(:,1,My friend just told me “Ur anger issues are my playground.” That was rude of him.,1.0,0.0,0.0,0.0,0.0,0.0
198,198,"Here comes every last-minute appertaining to every UK #DailyBriefing - which conviction win, Johnson alternative Covid?",1,How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,0.0,1.0,0.0,0.0,0.0,1.0
590,590,his CPU does aforementioned boisterous affair now location it shakes contemporary an way who exactly replicates what happens facing my perception when i ignore his meds indefinitely that’s astonishing !,1,Yes,0.0,1.0,0.0,0.0,0.0,0.0
519,519,How is me feasible that Sly Stallone’s ‘Cobra’ is the couple the 10 along with every unfavorable motion picture anytime made?,1,I kind of dislike and like Cobra the movie the same amount!,0.0,1.0,0.0,0.0,1.0,0.0
429,429,"Thanks facing India as being fit inept. I was hoping as one abounding time about cricket, grab snacks along with everything. Cheers. You expel chalk up by first tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1,I am pleased with my team’s performance,1.0,0.0,0.0,0.0,0.0,0.0
207,207,In brilliant spain by every moment!!! Hows they entirely a go-go england?,1,"its sunny in spain, sorry its raining back at home.",0.0,1.0,0.0,0.0,0.0,1.0
491,491,Happy name day facing me!! I’m 30! 😭,1,I'm 30! Id like to wish myself a happy birthday,1.0,0.0,0.0,0.0,0.0,0.0
792,792,"According to her boulevard rage, the tête-à-tête appertaining to every daylight is asshat",1,"I am frustrated with the driving conditions of other people on the road, so I’m calling them asshats. ",1.0,0.0,0.0,0.0,0.0,0.0
83,83,Beautician also every Beast (1997). Best Timothy Dalton footage about entirely time.,1,I would say what I said above: Beautician and the Beast isn't Timothy Dalton's best film. ,1.0,0.0,1.0,0.0,0.0,0.0
20,20,Imagine going directed toward academy for 4 years although you put up just accompany Elon Musk about snigger as handout,1,Go to school,1.0,0.0,0.0,0.0,0.0,0.0
156,156,Wow it's most equally conceding that it's his bona fide career directed toward annex an lot appertaining to ability about a wide array about subjects.. Funny that https://t.co/NGi02vXxnK,1,"""It's literally their job to have a lot of knowledge on a wide array of subjects""",1.0,0.0,0.0,0.0,0.0,0.0
458,458,"his baron also savior, aboveboard ocean, has safe us all earlier again.",1,Frank Ocean really did something with this new music. ,1.0,0.0,0.0,0.0,0.0,0.0
78,78,"conceding that you be apprised of him crying chichi the self-service car washing contemporary her rosati’s uniform, nix me didn’t ❤️",1,No.,1.0,0.0,0.0,0.0,0.0,0.0
380,380,"@kagune_kun despicable tweet, his firm",1,"I would likely say, “I disagree with that statement”, or “I don’t think almond milk is gross”. ",1.0,0.0,0.0,0.0,0.0,0.0
715,715,"Going directed toward M&amp;S bite will abide every climax about my bright later, can’t wait👌🏻😅",1,"“I love M&S food, can’t wait to buy dinner there later.”",1.0,0.0,0.0,0.0,1.0,0.0
686,686,"allegedly it's every biggest request about every asteroid facing find acceptably priced sandals along one buried toe. PLEASE, INTERNET. I just craving directed toward chalk up vaguely summery shoes who don't involve him having his toes out facing every world appearing in entire times lmfaoo",1,I'm finding it hard to buy affordable enclosed toe sandals on the internet.,0.0,1.0,0.0,0.0,1.0,0.0
305,305,"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He consistent treasured impoverished community directed toward abide healthy, as they was at the bottom an shag communist. What an hippie.",1,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man.",1.0,0.0,0.0,0.0,0.0,1.0
209,209,assuming that you arrayal hir pop funkos chichi the box anon you’re a cautious,1,I don’t like when people display pop funkos in their boxes,1.0,0.0,0.0,0.0,0.0,0.0
191,191,2 things I love: 1. Being woken at the summit along architecture elbow grease one day back her alarm. 2. Sarcasm.,1,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,1.0,0.0,0.0,0.0,0.0,0.0
